,county_name,fips,population,Date,dailycases_p100k_7d_avg,R_mean,R_low,R_high
0,Adams,42001,103009,2020-11-19,25.714285714285715,1.0869513251640899,0.95756016412158,1.2231685918231499
1,Allegheny,42003,1216045,2020-11-19,470.28571428571433,1.2417472380135601,1.2063699032556698,1.27755332448622
2,Armstrong,42005,64735,2020-11-19,43.42857142857143,1.19296740012949,1.08287611521741,1.30750523489903
3,Beaver,42007,163929,2020-11-19,58.0,1.24419848702306,1.14452348329344,1.34734892464806
4,Bedford,42009,47888,2020-11-19,43.42857142857143,1.13556370419698,1.03076983700413,1.24459016033274
5,Berks,42011,421164,2020-11-19,169.0,1.1607653201640902,1.1058406570367199,1.2168046484122599
6,Blair,42013,121829,2020-11-19,92.42857142857143,1.0627501516047901,0.9950244903544601,1.13234043757535
7,Bradford,42015,60323,2020-11-19,41.857142857142854,1.1582881123025701,1.04945822130995,1.27159679442418
8,Bucks,42017,628270,2020-11-19,263.85714285714283,1.1524719328682,1.10873255779514,1.19692037483832
9,Butler,42019,187853,2020-11-19,93.42857142857143,1.09683341621702,1.0273049744663498,1.16826571805286
10,Cambria,42021,130192,2020-11-19,115.0,1.30703015266297,1.23223715833195,1.38366685841099
11,Cameron,42023,4447,2020-11-19,0.14285714285714285,1.14964992845534,0.20427066767524898,2.72689175208477
12,Carbon,42025,64182,2020-11-19,24.0,1.0609256227025101,0.930352184085761,1.1986346606776699
13,Centre,42027,162385,2020-11-19,79.14285714285714,1.1149933109641799,1.03830307603246,1.19396761093106
14,Chester,42029,524989,2020-11-19,153.14285714285714,1.19076352107291,1.13160769190623,1.25118110640691
15,Clarion,42031,38438,2020-11-19,26.57142857142857,1.16312309404446,1.02684274744908,1.3064736086926299
16,Clearfield,42033,79255,2020-11-19,43.42857142857143,1.2352037356068302,1.12121473107376,1.35379671757792
17,Clinton,42035,38632,2020-11-19,15.0,1.3384830376692,1.13205945863599,1.55925675525422
18,Columbia,42037,64964,2020-11-19,14.571428571428573,1.12333615910802,0.9476823104692841,1.31138411058174
19,Crawford,42039,84629,2020-11-19,61.0,1.2301790749071,1.13403232831578,1.32959351395822
20,Cumberland,42041,253370,2020-11-19,106.71428571428572,1.2575352710441898,1.18287260605407,1.33410936734393
21,Dauphin,42043,278299,2020-11-19,97.85714285714286,1.1479827264827902,1.07685232671021,1.22101573073723
