,county_name,fips,population,Date,dailycases_p100k_7d_avg,R_mean,R_low,R_high
0,Adams,42001,103009,2020-11-03,15.857142857142858,1.1747526011045701,0.9983223121770319,1.36310325200445
1,Allegheny,42003,1216045,2020-11-03,158.42857142857142,1.13446092883982,1.07903928555538,1.19104460102923
2,Armstrong,42005,64735,2020-11-03,19.571428571428573,1.07146047887298,0.9259773458639219,1.22576827026023
3,Beaver,42007,163929,2020-11-03,17.857142857142858,1.2184828575475901,1.0455966187297199,1.40235999991794
4,Bedford,42009,47888,2020-11-03,15.142857142857142,1.4324384231392,1.21252142936183,1.6675694150701899
5,Berks,42011,421164,2020-11-03,100.71428571428572,1.00102484170829,0.939873010467542,1.06378872255901
6,Blair,42013,121829,2020-11-03,51.714285714285715,1.3975245900327,1.27910095792479,1.52032505131515
7,Bradford,42015,60323,2020-11-03,38.857142857142854,1.1429468380563501,1.03159464358157,1.2590583947774099
8,Bucks,42017,628270,2020-11-03,81.0,1.17071104382853,1.0911012626377,1.2526641446792
9,Butler,42019,187853,2020-11-03,47.85714285714285,1.21282750640872,1.1060859080600702,1.32367266971859
10,Cambria,42021,130192,2020-11-03,31.857142857142854,1.1818240856253999,1.05500786214972,1.31463782369765
11,Cameron,42023,4447,2020-11-03,0.7142857142857143,2.8752629539561703,1.25218408202149,5.03795663445875
12,Carbon,42025,64182,2020-11-03,8.142857142857142,1.3372306557682399,1.0621042432997398,1.63854745654033
13,Centre,42027,162385,2020-11-03,37.0,0.93146617468522,0.8385276816477231,1.02847729629199
14,Chester,42029,524989,2020-11-03,46.0,0.907657616282146,0.8262148610825429,0.992294984564832
15,Clarion,42031,38438,2020-11-03,6.2857142857142865,1.1854895341298302,0.910535395615431,1.4903614843365702
16,Clearfield,42033,79255,2020-11-03,9.0,1.1092568455523601,0.8914560279483651,1.34674805027859
17,Clinton,42035,38632,2020-11-03,4.0,1.2161307708123799,0.869993837569093,1.60985946437004
18,Columbia,42037,64964,2020-11-03,5.142857142857143,1.16617089536045,0.869730743582469,1.49839512321428
19,Crawford,42039,84629,2020-11-03,19.142857142857142,1.22383559986495,1.05588630778695,1.40208842905654
20,Cumberland,42041,253370,2020-11-03,27.0,1.03951253274476,0.918654644598577,1.16658946712061
21,Dauphin,42043,278299,2020-11-03,53.42857142857143,1.13813222111269,1.04321536128683,1.23649948764519
22,Delaware,42045,566747,2020-11-03,117.42857142857143,1.07084235348919,1.01019311346965,1.13297093584854
23,Elk,42047,29910,2020-11-03,8.714285714285714,1.51295136478984,1.21136929829205,1.8422553565386999
24,Erie,42049,269728,2020-11-03,42.57142857142857,1.2603199214648,1.1428765595510502,1.3825551254135702
25,Fayette,42051,129274,2020-11-03,13.0,1.2046090903563202,1.0057404145571098,1.41835675388879
26,Forest,42053,7247,2020-11-03,0.0,1.55799832963957,0.0799148669775145,4.66734587824447
27,Franklin,42055,155027,2020-11-03,35.857142857142854,1.28474778077241,1.15458808360049,1.4207030394797098
28,Fulton,42057,14530,2020-11-03,3.0,0.945412527500609,0.640033045338277,1.29953154202919
29,Greene,42059,36233,2020-11-03,7.7142857142857135,1.44802724612307,1.1425149243051798,1.78344535408969
