,county_name,fips,population,Date,dailycases_p100k_7d_avg,R_mean,R_low,R_high
0,Adams,42001,103009,2020-11-06,18.571428571428573,1.28000969486062,1.10177765689699,1.4693471184424098
1,Allegheny,42003,1216045,2020-11-06,173.71428571428572,1.14067033976804,1.08742580505714,1.1949805421692399
2,Armstrong,42005,64735,2020-11-06,22.57142857142857,1.1558265078944099,1.00929867113205,1.31061698719906
3,Beaver,42007,163929,2020-11-06,21.285714285714285,1.14212648652533,0.993186050128134,1.29972133303237
4,Bedford,42009,47888,2020-11-06,23.857142857142854,1.5478739442040501,1.35681952578069,1.74940103942363
5,Berks,42011,421164,2020-11-06,97.71428571428572,1.00232887649142,0.940178672065555,1.066142711512
6,Blair,42013,121829,2020-11-06,66.42857142857143,1.27719557810286,1.1814607985366699,1.3760463227474198
7,Bradford,42015,60323,2020-11-06,31.57142857142857,0.8956182502159642,0.7990922817561519,0.996730234061493
8,Bucks,42017,628270,2020-11-06,102.0,1.26600024248555,1.18914299972877,1.3448705901841798
9,Butler,42019,187853,2020-11-06,44.0,1.07394967040379,0.9754719142513771,1.17637855254994
10,Cambria,42021,130192,2020-11-06,41.57142857142857,1.2030137513635801,1.0896034113517,1.3211076798883998
11,Cameron,42023,4447,2020-11-06,0.7142857142857143,1.4930490007944301,0.650226508813906,2.61607937763559
12,Carbon,42025,64182,2020-11-06,12.857142857142858,1.67995156547555,1.4011502110537202,1.9797310905357
13,Centre,42027,162385,2020-11-06,39.142857142857146,1.0721008597541999,0.9680229463174,1.18061066301921
14,Chester,42029,524989,2020-11-06,67.28571428571429,1.23314892516545,1.14129529774704,1.3279728180369599
15,Clarion,42031,38438,2020-11-06,9.285714285714286,1.331659110174,1.0739894936899799,1.6122512544950802
16,Clearfield,42033,79255,2020-11-06,11.428571428571427,1.22682353621028,1.01154225440215,1.4593146702828002
17,Clinton,42035,38632,2020-11-06,5.285714285714286,1.4622024101343603,1.09510912162034,1.87298451996237
