,county_name,fips,population,Date,dailycases_p100k_7d_avg,R_mean,R_low,R_high
0,Adams,42001,103009,2020-10-21,11.142857142857142,1.11177831739568,0.9143377562986179,1.32520944134327
1,Allegheny,42003,1216045,2020-10-21,123.28571428571428,1.12789545149717,1.06553031144338,1.19174481551963
2,Armstrong,42005,64735,2020-10-21,8.857142857142858,1.07889359534051,0.8654626752188492,1.31177965150836
3,Beaver,42007,163929,2020-10-21,11.428571428571427,0.858702510487016,0.7080185924717529,1.02143228750999
4,Bedford,42009,47888,2020-10-21,5.571428571428571,0.9568723811146771,0.7223367215602601,1.2185706855002199
5,Berks,42011,421164,2020-10-21,81.71428571428571,1.12077245922946,1.04488678939111,1.19888191688375
6,Blair,42013,121829,2020-10-21,21.571428571428577,1.1576778554773501,1.00767557093847,1.31633700685406
7,Bradford,42015,60323,2020-10-21,19.714285714285715,1.11705361910528,0.9659089412842441,1.27733230273188
8,Bucks,42017,628270,2020-10-21,40.857142857142854,1.0305511840385502,0.932574848195508,1.1326095598864099
9,Butler,42019,187853,2020-10-21,20.571428571428573,1.04300587755857,0.904738747749678,1.1894487620291398
10,Cambria,42021,130192,2020-10-21,19.285714285714285,1.0941012816632099,0.944490812376999,1.2528553449031201
11,Cameron,42023,4447,2020-10-21,0.0,4.9990064380089505,0.256415508870053,14.9756849220476
12,Carbon,42025,64182,2020-10-21,4.142857142857143,0.979528980612818,0.7050642819864219,1.29105094115103
13,Centre,42027,162385,2020-10-21,30.57142857142857,0.793811926491787,0.70691152604121,0.8849093489764901
14,Chester,42029,524989,2020-10-21,34.142857142857146,0.912095947080853,0.8174625163460519,1.01104956729068
15,Clarion,42031,38438,2020-10-21,3.1428571428571432,1.17547288768171,0.803384490259912,1.60553294210747
16,Clearfield,42033,79255,2020-10-21,4.428571428571429,1.18745495643779,0.8645211117805369,1.5525094234401298
17,Clinton,42035,38632,2020-10-21,2.0,1.11567638211387,0.687727503333474,1.6278823613638798
18,Columbia,42037,64964,2020-10-21,2.4285714285714284,0.679153746593686,0.43897119425570397,0.962105424779201
19,Crawford,42039,84629,2020-10-21,8.285714285714286,1.59088201845357,1.2662111403724199,1.94618356914847
20,Cumberland,42041,253370,2020-10-21,29.0,1.17224667856486,1.04059238774436,1.31043295198542
21,Dauphin,42043,278299,2020-10-21,32.714285714285715,1.07734984285024,0.963225116976136,1.1967993056656798
22,Delaware,42045,566747,2020-10-21,67.28571428571429,1.05119510496661,0.9728946811125221,1.1320275251116698
23,Elk,42047,29910,2020-10-21,5.142857142857143,1.6727415793399598,1.24753137246748,2.14928003678742
24,Erie,42049,269728,2020-10-21,12.285714285714285,0.875101307323131,0.726706310916987,1.03492612249521
25,Fayette,42051,129274,2020-10-21,8.428571428571429,1.1327259097883602,0.9033926838667191,1.3835053621745903
26,Forest,42053,7247,2020-10-21,0.14285714285714285,1.23631990777129,0.219670255066218,2.9324670719280697
27,Franklin,42055,155027,2020-10-21,13.571428571428573,1.06740515481203,0.8947523260020891,1.25269323462888
28,Fulton,42057,14530,2020-10-21,0.5714285714285714,1.20255842313259,0.473843991580206,2.2015282813575
29,Greene,42059,36233,2020-10-21,1.7142857142857142,1.1665071045421598,0.6899959775477341,1.7446073272230198
30,Huntingdon,42061,45144,2020-10-21,23.42857142857143,1.3178084867241,1.1537219155649,1.4909732045287702
31,Indiana,42063,84073,2020-10-21,11.0,0.9465597366953922,0.7774333122222871,1.1294748259399
32,Jefferson,42065,43425,2020-10-21,1.4285714285714286,1.05282496018606,0.5904440776222829,1.623477071956
33,Juniata,42067,24763,2020-10-21,1.5714285714285714,1.21607823215192,0.7016986760470649,1.84514681184332
34,Lackawanna,42069,209674,2020-10-21,47.85714285714285,1.05178060224984,0.9592128281822109,1.1479070439791799
35,Lancaster,42071,545724,2020-10-21,50.0,0.961098099759338,0.8783028529557351,1.04700624641335
36,Lawrence,42073,85512,2020-10-21,14.285714285714285,1.14503566643648,0.9642917300211831,1.33866315645924
37,Lebanon,42075,141793,2020-10-21,34.857142857142854,1.0724595421610301,0.9623021416881159,1.18759305693597
38,Lehigh,42077,369318,2020-10-21,25.42857142857143,1.06273713669172,0.935543298376506,1.1966795620151698
39,Luzerne,42079,317417,2020-10-21,46.85714285714285,1.1264786227488701,1.0263086299078399,1.23054110211629
40,Lycoming,42081,113299,2020-10-21,7.857142857142858,0.9616595242424101,0.760487068782291,1.1823386091636798
41,McKean,42083,40625,2020-10-21,3.1428571428571432,1.18174002666883,0.807667806628431,1.6140929847949999
42,Mercer,42085,109424,2020-10-21,11.714285714285715,1.26832206815375,1.04834202148263,1.5056656670991102
43,Mifflin,42087,46138,2020-10-21,6.0,1.10066802025792,0.839877251282349,1.39052629377145
44,Monroe,42089,170271,2020-10-21,7.2857142857142865,0.954061871791046,0.747358558085815,1.18160478356772
45,Montgomery,42091,830915,2020-10-21,46.42857142857143,0.9772027944605329,0.8899160422139549,1.06789728710703
46,Montour,42093,18230,2020-10-21,4.142857142857143,0.9756891148620501,0.702300349277871,1.28598987364865
47,Northampton,42095,305285,2020-10-21,29.0,1.00094205799687,0.8885268819015741,1.11893467459684
48,Northumberland,42097,90843,2020-10-21,9.0,0.8413039749823579,0.6761152773968101,1.02142663580762
49,Perry,42099,46272,2020-10-21,6.7142857142857135,1.07731506718513,0.834925181746831,1.3451955106664601
50,Philadelphia,42101,1584064,2020-10-21,233.14285714285717,1.02181492712991,0.980582014649685,1.0637592876782
51,Pike,42103,55809,2020-10-21,0.8571428571428571,0.8315858319579921,0.390288854698411,1.4068526344276597
52,Potter,42105,16526,2020-10-21,0.8571428571428571,1.57329317027421,0.738394962893224,2.66165145709111
53,Schuylkill,42107,141359,2020-10-21,32.142857142857146,1.17162788869384,1.04644957940084,1.30269936417229
54,Snyder,42109,40372,2020-10-21,3.2857142857142856,0.989177493296441,0.682080693013141,1.3430303712548899
55,Somerset,42111,73447,2020-10-21,7.857142857142858,1.20863037398974,0.955793341807537,1.4859836765010699
56,Sullivan,42113,6066,2020-10-21,0.14285714285714285,2.18937301696501,0.389009451395786,5.19304448635101
57,Susquehanna,42115,40328,2020-10-21,3.8571428571428568,0.990190883906633,0.703765397821163,1.31674742361343
58,Tioga,42117,40591,2020-10-21,5.285714285714286,1.23883829183952,0.9278216915819208,1.5868698664905398
59,Union,42119,44923,2020-10-21,4.428571428571429,0.735888879541299,0.5357605093472079,0.962120216770108
60,Venango,42121,50668,2020-10-21,6.428571428571429,1.0465611234918102,0.8063249666763431,1.31263552126704
61,Warren,42123,39191,2020-10-21,0.2857142857142857,0.658424010150829,0.179462560569242,1.38176722786499
62,Washington,42125,206865,2020-10-21,22.142857142857146,1.2376544057341798,1.0792965594505601,1.40502994357576
63,Wayne,42127,51361,2020-10-21,2.0,0.9939098519068981,0.612667931264595,1.45021293149494
64,Westmoreland,42129,348899,2020-10-21,92.85714285714286,1.10508844282477,1.03482486079087,1.17728199897045
65,Wyoming,42131,26794,2020-10-21,1.5714285714285714,0.9838207952907041,0.5676820218230949,1.49274426254924
66,York,42133,449058,2020-10-21,56.85714285714285,1.01171682571094,0.929872568634388,1.09644377775871
