"","Date","0.05","Mean","0.95"
"1","2020-03-29",0.948517276972191,2.17798375400425,3.81620320608643
"2","2020-03-30",0.750201190645402,1.7226106947425,3.01831106133323
"3","2020-03-31",0.83990449500271,1.78957884611336,3.02755724955373
"4","2020-04-01",0.877064696505638,1.76257973512099,2.89682486790393
"5","2020-04-02",0.886211552628367,1.69872576038564,2.72450125703858
"6","2020-04-03",1.25744813340148,2.1258416410183,3.17937103768605
"7","2020-04-04",1.34507994360289,2.11097329698103,3.01759704948294
"8","2020-04-05",1.01895983750783,1.59915923057596,2.28596836480154
"9","2020-04-06",1.16348417807707,1.73629368740973,2.40286665981086
"10","2020-04-07",1.85478307082668,2.49791533024202,3.21982224115571
"11","2020-04-08",1.70764155612391,2.20978550962328,2.76532678901506
"12","2020-04-09",1.48678803692623,1.88436014346886,2.32084952289336
"13","2020-04-10",1.48228108771107,1.8347675416522,2.21836578612145
"14","2020-04-11",1.45881552471915,1.77153513859943,2.10941623247454
"15","2020-04-12",1.27934136177252,1.54411942623477,1.82953968252548
"16","2020-04-13",1.16573015671426,1.40221022469954,1.65679676393818
"17","2020-04-14",1.01354669932564,1.22475575588542,1.45253245548116
"18","2020-04-15",0.902243558598589,1.09852177908477,1.31080231613765
"19","2020-04-16",0.956326300859242,1.15841275872209,1.37655136310218
"20","2020-04-17",0.98094235765041,1.18259466929904,1.39987250384564
"21","2020-04-18",0.941494853259266,1.13503794178463,1.34357819020751
"22","2020-04-19",1.04703140884773,1.24787227134797,1.46333243982772
"23","2020-04-20",0.969100679539,1.15609988463932,1.3567842515225
"24","2020-04-21",0.989550966366127,1.17502941793456,1.37372890264637
"25","2020-04-22",1.03231847359278,1.21759067658727,1.41555780198056
"26","2020-04-23",0.887845113422054,1.0552088665064,1.23456413623432
"27","2020-04-24",0.762775681732776,0.918536121471628,1.08629368806943
"28","2020-04-25",0.670071222574535,0.820386974295859,0.983298920692998
"29","2020-04-26",0.65962393562765,0.815119796232364,0.984234383688063
"30","2020-04-27",0.730437320075389,0.899716887676394,1.08359944587849
"31","2020-04-28",0.574583550748124,0.72822911890049,0.896914641829553
"32","2020-04-29",0.502822812207292,0.654660087091479,0.823018804505714
"33","2020-04-30",0.480496620439278,0.638980663198986,0.816067824198924
"34","2020-05-01",0.522134956786544,0.697160654729134,0.893016661157409
"35","2020-05-02",0.497686171418068,0.676579405065581,0.878062407963107
"36","2020-05-03",0.341261833052486,0.499317620911477,0.681998621447728
"37","2020-05-04",0.33729849755663,0.508951133198712,0.709458530360662
"38","2020-05-05",0.38935413531422,0.587498105740915,0.818950023883505
"39","2020-05-06",0.429967318570041,0.648779510166343,0.904373971854412
"40","2020-05-07",0.578704129658634,0.839257152709053,1.13947987395562
"41","2020-05-08",0.438936761836163,0.670296617959369,0.941652808796655
"42","2020-05-09",0.961006689517878,1.30644042691688,1.69549386004115
"43","2020-05-10",0.840253281465251,1.14228222105977,1.48244990918688
"44","2020-05-11",0.761417715296991,1.04033073247563,1.35502932008387
"45","2020-05-12",0.753523527176336,1.02954484406659,1.34098071555729
"46","2020-05-13",0.644144433998769,0.900424615905641,1.19194179167027
"47","2020-05-14",0.644781567542205,0.907201223970323,1.20638847900615
"48","2020-05-15",0.669170145137495,0.94151570899768,1.25201958962002
"49","2020-05-16",0.290405060718323,0.480352181167134,0.709156588365903
"50","2020-05-17",0.324236719242861,0.548154552863421,0.819810222888894
"51","2020-05-18",0.268294316429142,0.494514754118724,0.776646123736377
"52","2020-05-19",0.23044301499379,0.463106302130845,0.761121795379983
"53","2020-05-20",0.419919948067258,0.748762193340282,1.15460622535071
"54","2020-05-21",0.383873754902138,0.707548479015943,1.1112201992084
"55","2020-05-22",0.354135578999034,0.678821246383611,1.08872743453116
"56","2020-05-23",0.270409059643051,0.576158760685104,0.974728571805876
"57","2020-05-24",0.440471972011409,0.844314298729774,1.35415346129955
"58","2020-05-25",0.382123065044097,0.767927809034457,1.26210027815468
"59","2020-05-26",0.405390154139298,0.814686160952904,1.33894829468441
"60","2020-05-27",0.426739749432931,0.857591050600746,1.40946309115574
"61","2020-05-28",0.29123417451988,0.66873141492997,1.17173278495515
"62","2020-05-29",0.3280670694394,0.753307045437977,1.31992387761507
"63","2020-05-30",0.356807348625628,0.819300425498449,1.43555566233533
"64","2020-05-31",0.377400638762117,0.866586703194881,1.51840937702317
"65","2020-06-01",0.394501239721467,0.905853073958379,1.58721083145254
"66","2020-06-02",0.514377962269238,1.09598165703465,1.85414977291422
"67","2020-06-03",0.208379615255817,0.610047016131835,1.18252375724412
"68","2020-06-04",0.595006796839156,1.2677769713729,2.144788070575
"69","2020-06-05",0.55065627551506,1.17327961453301,1.98492020088843
"70","2020-06-06",1.6108066282955,2.56805671250516,3.70717119500802
